Shaking effect,Line,Tet,Sex,Days post eclosion,Fluorescence
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,OP/IE2,0,Female,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Male,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
0,HR5/IE1,0,Female,8,Green+Red
